Shortest path
Vertex		Distance from Source
26.205.152.231		469
26.206.202.125		391
26.208.119.197		286
26.216.30.113		275
26.218.105.215		367
26.223.174.167		255
26.228.146.133		350
26.236.195.166		214
26.240.205.32		147
26.241.90.4		238
26.241.98.158		360
27.3.43.56		401
27.4.202.17		398
27.6.78.113		296
27.9.190.12		450
27.16.225.56		313
27.18.105.114		249
27.20.130.94		358
27.24.101.218		348
27.29.171.93		357
27.45.196.113		399
27.49.159.173		504
27.78.99.105		325
27.79.199.201		465
27.83.130.106		378
27.86.8.151		414
27.92.170.19		326
27.96.112.241		299
27.100.183.197		451
27.101.64.46		419
27.107.103.44		175
27.116.22.193		517
27.132.254.46		429
27.133.2.25		309
27.137.18.245		481
27.148.180.240		359
27.150.11.52		151
27.160.4.140		477
27.161.41.104		339
27.167.152.42		336
27.173.213.113		277
27.176.234.124		425
27.196.2.232		488
27.196.247.58		293
27.199.119.102		244
27.202.183.40		489
27.204.65.95		271
27.205.76.78		334
27.206.189.162		215
27.211.71.63		406
27.222.63.123		321
27.235.146.75		447
27.240.76.102		344
27.252.2.89		287
27.253.169.163		383
28.1.133.24		335
28.3.223.69		394
28.10.146.153		373
28.11.181.86		355
28.15.99.109		172
28.23.244.155		118
28.28.103.14		358
28.30.60.229		271
28.30.198.253		481
28.32.79.200		407
28.32.155.198		280
28.32.186.129		440
28.42.238.118		386
28.45.32.253		341
28.45.212.134		327
28.45.214.107		86
28.53.248.3		349
28.58.62.213		571
28.58.190.42		559
28.62.75.149		311
28.70.232.82		419
28.73.253.251		411
28.80.60.200		353
28.83.143.81		428
28.83.170.11		375
28.85.223.34		336
28.92.67.101		390
28.93.253.193		366
28.101.95.147		380
28.110.100.124		425
28.111.217.113		266
28.134.252.213		206
28.138.12.33		389
28.143.154.178		400
28.148.228.167		420
28.153.215.56		360
28.162.59.50		284
28.162.208.195		487
28.169.249.190		439
28.176.63.179		410
28.185.209.180		269
28.200.24.18		413
28.200.132.126		231
28.212.222.148		192
28.212.240.90		638
28.219.134.161		324
28.221.194.197		404
28.224.78.126		278
28.226.220.128		289
28.229.75.149		273
28.243.10.254		336
28.244.251.44		338
28.245.38.190		320
29.2.197.58		485
29.3.105.28		556
29.11.103.27		231
29.11.168.148		364
29.14.94.172		418
29.17.46.250		338
29.17.229.27		376
29.27.46.39		366
29.28.143.32		282
29.31.247.128		439
29.32.227.126		427
29.38.28.16		357
29.44.206.192		316
29.46.10.252		351
29.47.202.227		351
29.50.229.2		408
29.67.209.223		314
29.70.127.110		295
29.74.159.157		301
29.79.138.113		431
29.81.20.27		425
29.81.208.147		521
29.82.117.126		422
29.90.107.34		455
29.91.119.63		526
29.94.29.38		258
29.104.230.233		436
29.105.165.119		406
29.105.187.193		335
29.108.152.83		337
29.120.76.229		503
29.120.132.123		365
29.125.217.241		331
29.126.1.137		541
29.131.233.61		399
29.132.64.31		360
29.132.159.16		356
29.135.91.4		340
29.141.99.244		343
29.158.43.56		202
29.170.130.207		307
29.185.43.193		382
29.189.55.245		316
29.194.111.20		374
29.197.233.71		380
29.198.178.197		441
29.200.64.100		312
29.202.99.49		376
29.210.96.30		343
29.217.52.233		415
29.222.191.65		493
29.224.228.140		441
29.225.120.143		332
29.227.48.15		389
29.234.114.240		452
29.238.40.213		285
29.247.162.64		339
29.250.6.249		382
29.253.164.172		255
29.253.244.222		386
30.7.26.21		353
30.18.108.194		525
30.20.71.13		568
30.24.26.179		333
30.27.107.150		242
30.30.47.152		245
30.32.22.151		260
30.34.160.86		322
30.42.82.184		436
30.52.45.247		456
30.56.136.124		266
30.62.26.130		684
30.89.53.167		491
30.89.177.102		403
30.95.15.249		495
30.96.238.80		450
30.115.78.60		310
30.120.91.104		248
30.128.152.74		444
30.131.211.186		244
30.138.126.142		279
30.138.250.204		329
30.144.11.170		516
30.152.185.193		200
30.155.70.138		317
30.163.15.113		403
30.164.243.203		307
30.165.72.42		314
30.169.123.19		291
30.177.24.35		334
30.179.23.66		132
30.185.155.74		408
30.193.18.151		348
30.196.93.49		299
30.197.143.57		492
30.200.60.102		392
30.200.181.213		224
30.203.156.249		219
30.208.45.150		435
30.210.40.124		490
30.211.174.27		310
30.212.249.173		469
30.214.21.207		244
30.215.190.19		388
30.226.212.66		363
30.230.61.228		253
30.231.248.88		366
30.235.143.63		273
30.236.8.25		366
30.236.98.117		250
30.240.7.247		306
30.240.212.150		432
30.243.157.69		215
30.245.16.140		294
31.3.104.29		371
31.4.6.106		412
31.5.109.105		295
31.8.106.211		414
31.12.17.106		289
31.15.217.29		290
31.25.26.192		301
31.33.190.242		275
31.33.241.216		285
31.36.118.69		312
31.37.248.164		283
31.45.98.31		350
31.45.199.246		417
31.47.99.209		399
31.48.226.172		385
31.49.137.188		315
31.50.120.220		395
31.57.9.160		405
31.58.44.89		630
31.75.246.109		502
31.82.141.134		413
31.83.201.250		297
31.89.142.55		345
31.94.179.129		369
31.102.110.44		437
31.116.187.133		519
31.135.1.82		245
31.142.22.243		376
31.144.19.14		327
31.147.66.163		376
31.149.160.27		403
31.162.199.240		411
31.169.192.219		378
31.177.6.104		321
31.182.2.58		322
31.185.56.183		448
31.187.41.234		401
31.187.190.219		430
31.197.29.145		322
31.199.61.219		253
31.204.190.17		471
31.210.241.21		373
31.211.58.193		435
31.212.71.132		327
31.212.242.112		167
31.212.251.187		382
31.213.136.60		434
31.215.69.228		396
31.224.1.89		281
31.225.183.23		385
31.231.87.148		447
31.231.235.212		462
31.232.172.100		341
31.235.174.198		520
31.242.13.197		345
31.248.180.122		355
31.250.3.165		282
31.253.38.168		432
31.253.44.57		388
31.253.138.6		506
32.2.5.20		438
32.2.222.249		242
1.14.27.28		403
1.16.238.43		366
1.20.193.167		273
1.21.194.179		323
1.36.210.131		359
1.40.215.157		313
1.47.229.28		185
1.48.45.188		559
1.53.5.241		502
1.55.150.80		287
1.62.196.242		355
1.63.36.106		574
1.63.133.80		207
1.66.203.143		299
1.74.116.86		449
1.75.181.96		320
1.76.163.138		425
1.96.237.110		443
32.9.104.59		277
32.13.70.116		352
32.18.182.159		265
32.20.246.206		453
32.26.44.44		326
32.31.246.208		425
32.34.77.90		390
32.38.159.166		370
32.40.37.239		327
32.46.49.140		361
32.49.122.217		323
32.51.36.233		383
32.54.215.122		328
32.70.250.51		327
32.73.84.11		361
32.77.201.107		409
32.78.238.199		400
32.92.30.184		258
32.100.222.109		382
32.107.68.75		293
32.110.141.101		255
32.112.7.116		398
32.112.169.184		415
32.113.73.17		346
32.126.171.91		375
32.131.69.166		373
32.134.52.220		363
32.134.158.37		327
32.135.13.232		252
32.138.22.226		305
32.144.202.253		562
32.155.145.93		217
32.158.248.193		520
32.162.234.121		230
32.165.39.135		320
32.172.184.223		318
32.179.31.23		371
32.188.28.38		550
32.192.63.194		246
32.195.58.15		334
32.197.21.33		466
32.197.73.81		355
32.202.69.162		303
32.204.115.239		352
32.208.169.241		204
32.213.203.14		402
32.215.46.202		409
32.216.93.60		445
32.217.42.106		380
32.217.83.196		515
32.222.138.54		399
32.225.39.62		374
32.225.114.120		327
32.234.89.79		264
32.236.50.191		334
32.241.1.91		268
32.242.25.72		400
32.251.87.175		248
32.251.106.2		300
33.5.44.12		250
33.9.19.110		350
33.10.24.251		347
33.20.21.247		411
33.28.110.26		362
33.36.235.17		248
33.39.166.174		321
33.40.204.226		151
33.41.84.138		232
33.41.236.246		328
33.44.20.101		427
33.45.27.184		245
33.59.80.178		320
33.65.219.237		229
33.75.30.208		237
33.76.17.149		405
33.81.28.253		431
33.84.248.226		309
33.87.173.36		412
33.91.195.6		356
33.100.152.118		259
33.101.164.102		282
33.102.11.171		321
33.116.103.137		514
33.117.53.128		458
33.120.131.39		324
33.121.250.154		381
33.129.147.143		445
33.131.187.181		406
33.131.218.4		304
33.135.137.71		359
33.137.254.194		504
33.138.51.177		200
33.140.37.164		369
33.145.236.55		323
33.159.116.56		325
33.166.30.196		328
33.172.166.230		335
33.175.26.100		376
33.197.150.141		407
33.200.50.1		310
33.202.153.205		298
33.213.148.82		509
33.213.150.151		281
33.218.192.53		313
33.222.223.208		302
33.224.65.156		273
33.228.234.78		378
33.230.121.146		546
33.234.186.7		393
33.236.32.219		341
33.236.212.234		392
33.238.205.182		528
33.242.24.98		545
33.242.85.229		368
33.244.51.54		274
33.246.85.167		340
33.246.96.65		286
34.2.243.248		352
34.3.155.72		501
34.32.234.252		312
34.34.96.245		387
34.35.104.11		460
34.43.224.117		396
34.50.137.25		305
34.52.72.61		102
34.55.175.120		280
34.56.99.5		364
34.68.250.93		391
34.71.10.58		82
34.73.184.76		306
34.78.63.102		482
34.82.251.11		373
34.98.158.80		329
34.105.1.48		324
34.111.153.108		251
34.115.145.12		258
34.116.38.151		292
34.118.189.73		368
34.120.90.132		299
34.120.254.211		472
34.122.240.32		275
34.125.34.247		297
34.129.181.43		426
34.130.21.176		403
34.132.229.76		522
34.148.91.145		392
34.150.180.138		318
34.151.63.235		494
34.154.134.77		348
34.156.100.46		324
34.160.98.184		445
34.165.13.46		355
34.165.143.205		630
34.168.15.52		174
34.171.57.217		368
34.178.39.3		439
34.180.31.70		314
34.180.61.182		448
34.193.252.59		698
34.195.191.177		380
34.197.31.6		500
34.200.122.57		371
34.210.215.163		395
34.214.122.49		332
34.236.140.155		296
34.237.37.103		258
34.249.200.147		300
34.252.232.66		343
35.4.155.242		416
35.7.84.136		373
35.22.171.106		465
35.26.207.225		276
35.27.28.203		333
35.33.56.137		296
35.33.143.190		377
35.44.200.145		338
35.45.204.65		552
35.53.80.104		332
35.56.32.64		308
35.67.149.183		621
35.76.216.41		364
35.89.163.51		306
35.97.3.158		319
35.99.78.120		313
35.99.126.201		356
35.102.37.15		369
35.102.148.116		426
35.107.190.209		341
35.109.60.124		388
35.117.5.167		353
35.129.43.93		384
35.132.34.152		435
35.132.35.101		356
35.134.208.36		471
35.148.123.14		379
35.149.33.115		373
35.151.50.143		232
35.152.106.152		296
35.167.109.251		278
35.168.33.241		405
35.168.59.80		308
35.175.224.126		388
35.187.150.59		342
35.197.116.87		429
35.203.195.66		306
35.218.100.31		178
35.230.200.66		426
35.237.196.180		254
35.240.47.33		297
35.245.165.38		651
35.247.93.195		307
35.251.108.96		349
36.1.58.180		333
36.1.109.232		339
36.3.71.89		355
36.4.113.241		364
36.5.43.130		419
36.6.170.90		350
36.9.138.37		379
36.15.1.145		356
36.19.104.114		141
36.22.240.15		423
36.83.130.34		476
36.85.107.192		419
36.91.156.120		266
36.94.142.168		383
36.96.115.148		289
36.98.192.56		117
36.107.137.161		314
36.120.38.84		455
36.120.128.88		290
36.136.78.95		408
36.137.122.97		405
36.137.226.7		520
36.141.43.88		351
36.144.175.231		381
36.146.163.234		438
36.147.31.41		379
36.155.149.42		417
36.163.109.123		439
36.176.117.192		320
36.179.139.202		446
36.181.125.177		375
36.186.245.209		448
36.187.252.146		319
36.197.78.195		363
36.203.242.243		305
36.208.76.241		302
36.214.242.205		364
36.216.185.191		367
36.218.200.47		233
36.224.242.18		410
36.233.182.157		312
36.236.189.252		288
36.244.50.173		285
36.247.94.12		387
36.249.70.7		527
36.252.107.131		339
36.254.95.182		272
37.2.96.66		241
37.4.48.115		208
37.18.98.88		318
37.23.225.247		264
37.40.23.22		357
37.48.236.107		349
37.52.93.154		354
37.57.210.53		335
37.63.156.51		478
37.64.98.76		317
37.70.148.111		294
37.72.68.86		403
37.82.55.161		212
37.84.97.108		365
37.88.129.159		351
37.97.56.136		428
37.101.142.229		231
37.102.180.32		318
37.103.196.72		335
37.117.55.75		252
37.122.87.197		177
37.126.95.213		532
37.126.170.130		306
37.129.169.40		255
37.145.70.52		510
37.145.171.142		381
37.157.236.62		272
37.161.210.127		339
37.161.213.29		536
37.168.17.160		311
37.168.160.103		429
37.184.244.174		325
37.185.208.60		502
37.199.102.16		478
37.200.194.9		580
37.202.107.180		404
37.210.47.152		501
37.214.28.245		279
37.229.209.123		348
37.230.209.109		413
37.234.107.189		580
37.236.150.11		231
37.237.221.120		576
37.244.212.212		171
37.245.135.141		538
37.247.29.165		429
37.248.131.147		318
38.4.173.69		266
38.8.155.185		439
38.8.161.34		481
38.12.113.79		339
38.15.49.78		408
38.18.235.122		549
38.21.215.73		328
38.26.3.87		276
38.27.217.35		336
38.38.148.11		449
38.41.164.159		304
38.47.252.119		318
38.49.138.187		377
38.53.175.20		430
38.63.213.151		437
38.65.178.210		403
38.71.34.243		328
38.83.189.223		346
38.88.119.50		402
38.90.27.187		398
38.97.6.58		500
38.111.133.154		290
38.114.125.218		329
38.120.13.13		320
38.132.53.252		351
38.140.2.151		378
38.140.43.182		351
38.157.203.40		397
38.158.207.19		287
38.160.150.211		279
38.167.185.250		319
38.179.150.134		314
38.190.95.3		348
38.193.234.168		414
38.196.191.31		548
38.196.212.45		346
38.197.7.16		366
38.197.164.171		289
38.202.204.233		376
38.213.78.22		240
38.217.143.37		183
38.218.39.108		432
38.221.115.32		379
38.232.175.37		269
38.234.35.216		274
38.244.129.133		337
38.250.5.145		309
38.251.213.186		388
39.17.194.32		160
39.20.79.26		364
39.24.1.128		263
39.24.10.62		457
39.35.125.185		235
39.40.45.154		502
39.48.153.177		391
39.52.251.164		253
39.53.86.108		272
39.56.226.226		237
39.60.147.41		285
39.65.46.216		414
39.65.175.10		401
39.66.15.50		342
39.70.111.254		345
39.71.16.72		299
39.76.237.222		570
39.86.145.40		381
39.88.219.198		390
39.94.124.102		226
39.94.152.4		309
39.94.194.15		376
39.95.33.91		765
39.96.155.141		269
39.104.163.200		354
39.106.157.143		32
39.112.234.145		289
39.113.31.64		355
39.117.178.51		407
39.118.114.50		468
39.120.56.160		327
39.120.180.33		382
39.131.4.218		376
39.135.224.140		363
39.138.91.28		343
39.141.107.13		282
39.142.39.9		586
39.172.94.102		296
39.182.11.78		282
39.182.66.214		164
39.191.5.245		262
39.192.124.114		485
39.196.53.105		411
39.200.22.46		293
39.210.135.220		331
39.217.234.217		349
39.219.14.84		261
39.222.201.154		377
39.225.121.232		393
39.237.104.22		375
39.239.192.99		383
39.240.232.111		377
39.243.87.67		355
39.254.111.237		446
40.9.180.128		281
40.18.87.192		367
40.23.20.112		187
40.25.183.169		343
40.26.127.147		325
40.34.170.116		444
40.47.218.228		406
40.50.178.129		281
40.50.181.179		433
40.70.34.92		364
40.76.190.23		344
40.77.144.190		305
40.79.41.20		260
40.89.149.196		263
40.94.52.220		324
40.95.11.47		481
40.100.173.254		503
40.109.165.14		385
40.116.237.128		398
40.130.218.190		344
40.136.219.61		389
40.137.80.58		299
40.138.163.72		377
40.145.114.180		338
40.146.114.116		535
40.149.196.216		350
40.153.21.49		438
40.153.69.176		400
40.156.92.51		234
40.158.204.67		328
40.165.132.152		428
40.171.15.237		307
40.177.52.16		360
40.179.76.202		637
40.182.194.76		255
40.186.229.127		201
40.199.254.221		420
40.206.54.220		384
40.210.247.221		322
40.218.228.68		357
40.244.77.144		384
40.251.28.23		399
41.5.11.78		397
41.6.46.119		448
41.10.185.209		615
41.12.68.42		291
41.16.31.36		296
41.29.124.237		188
41.33.80.245		384
41.36.135.128		341
41.40.228.181		377
41.48.22.222		329
41.50.208.12		348
41.52.113.181		386
41.61.50.54		419
41.63.18.220		294
41.63.55.248		430
41.64.45.122		696
41.65.69.223		236
41.71.178.142		396
41.74.78.134		382
41.96.155.239		367
41.98.147.66		290
41.105.53.219		344
41.111.129.91		315
41.114.140.219		421
41.119.218.252		372
41.121.214.197		310
41.124.129.159		293
41.126.183.22		420
41.134.134.219		246
41.140.43.78		427
41.155.241.218		555
41.160.6.189		231
41.172.178.152		337
41.176.29.48		357
41.187.181.64		304
41.189.133.40		438
41.191.26.81		355
41.198.46.86		513
41.201.243.238		153
41.211.78.95		306
41.212.87.1		430
41.213.234.132		398
41.224.214.250		388
41.234.100.157		480
41.234.186.251		551
41.245.58.226		466
41.247.27.175		275
41.247.150.57		417
41.253.250.234		258
41.254.4.157		273
42.4.56.132		260
42.9.86.56		348
42.9.99.229		350
42.12.83.203		438
42.23.46.94		430
42.24.193.198		343
42.24.253.170		285
42.31.220.186		429
42.32.126.65		362
42.37.106.69		495
42.48.19.222		433
42.50.72.231		515
42.54.19.139		434
42.56.153.228		323
42.61.68.59		354
42.68.25.39		333
42.71.128.196		396
42.73.50.142		305
42.79.106.240		690
42.82.246.158		357
42.95.34.166		363
42.97.111.24		334
42.100.51.243		443
42.110.74.247		337
42.111.210.226		425
42.116.173.94		250
42.117.13.88		335
42.117.200.116		580
42.118.71.102		331
42.122.127.117		335
42.122.136.96		377
42.123.65.211		310
42.132.45.14		319
42.136.116.14		421
42.137.30.131		310
42.152.154.235		299
42.152.173.202		362
42.167.62.92		346
42.173.7.60		398
42.186.1.118		331
42.187.236.249		362
42.188.179.170		381
42.197.145.82		385
42.200.254.202		343
42.203.236.138		418
42.205.227.198		568
42.209.143.180		586
42.215.51.181		360
42.217.42.194		304
42.224.193.127		378
42.225.222.204		205
42.245.130.244		339
42.250.233.47		320
42.252.189.157		548
43.4.61.20		412
43.5.96.26		284
43.5.156.240		508
43.12.181.237		403
43.15.180.247		205
43.20.9.16		354
43.32.78.39		523
43.34.198.178		337
43.37.153.159		227
43.37.209.52		328
43.44.19.231		318
43.52.192.166		341
43.53.162.101		263
43.53.237.22		273
43.54.102.86		298
43.56.183.32		472
43.60.166.145		269
43.62.13.35		385
43.74.120.82		454
43.74.244.182		566
43.76.168.132		365
43.78.40.176		371
43.87.42.212		100
43.88.230.162		473
43.109.158.13		355
43.113.66.94		351
43.115.38.42		422
43.125.50.139		367
43.136.213.26		289
43.137.188.70		411
43.140.88.102		470
43.141.41.68		436
43.141.122.68		323
43.145.187.70		317
43.148.206.32		387
43.149.44.193		452
43.155.30.25		370
43.157.191.160		275
43.158.81.251		446
43.188.154.199		392
43.207.228.194		340
43.213.242.188		342
43.218.230.160		360
43.223.242.110		334
43.227.32.88		407
43.227.157.66		497
43.230.4.82		350
43.232.18.106		272
43.241.23.175		266
43.241.61.55		285
43.242.5.45		403
43.243.248.146		493
43.251.213.227		331
43.252.196.219		314
43.254.146.204		235
43.254.171.156		387
44.2.236.9		363
44.4.45.76		487
44.12.132.184		362
44.19.87.221		422
44.24.254.101		291
44.40.93.176		336
44.43.141.63		402
44.47.154.74		376
44.48.213.169		454
44.50.224.202		248
44.55.154.144		391
44.62.195.55		339
44.66.194.211		443
44.68.182.10		346
44.79.183.13		499
44.84.26.214		351
44.101.25.185		339
44.106.84.74		265
44.115.146.127		299
44.126.59.85		340
44.136.202.186		310
44.137.150.222		349
44.138.213.69		461
44.141.26.102		395
44.147.38.70		462
44.148.208.133		232
44.152.67.92		370
44.160.118.44		389
44.166.152.119		292
44.167.251.6		184
44.172.123.59		231
44.175.89.228		309
44.175.97.193		320
44.178.83.13		443
44.180.6.113		234
44.180.247.140		307
44.181.52.243		482
44.185.242.185		535
44.187.121.131		290
44.192.48.88		361
44.198.120.143		390
44.203.65.3		463
44.206.226.77		504
44.209.231.173		379
44.211.47.83		219
44.211.116.39		286
44.214.112.206		276
44.219.45.66		351
44.219.171.49		371
44.220.3.24		313
44.225.21.106		381
44.234.18.248		199
44.234.175.219		346
44.242.109.155		376
44.250.75.170		332
44.254.68.243		249
45.5.50.201		303
45.5.199.10		358
45.5.218.188		274
45.23.196.197		370
45.29.173.183		339
45.40.111.120		258
45.41.247.89		396
45.42.168.123		431
45.55.172.41		362
45.56.239.199		486
45.65.233.89		427
45.71.18.245		492
45.73.212.68		562
45.76.179.3		336
45.81.74.28		337
45.86.106.220		388
45.89.117.37		238
45.91.101.67		270
45.98.32.107		327
45.103.44.134		310
45.108.107.79		383
45.110.39.142		515
45.116.84.73		374
45.119.32.208		341
45.120.203.87		445
45.130.239.60		487
45.133.163.95		204
45.134.187.169		432
45.135.110.31		307
45.138.152.171		424
45.139.153.168		263
45.142.63.239		367
45.144.63.3		395
45.144.197.197		250
45.144.200.208		410
45.147.21.228		288
45.153.251.31		208
45.173.49.165		356
45.185.58.84		344
45.185.253.183		327
45.188.152.253		331
45.192.245.179		450
45.194.133.41		308
45.194.235.81		317
45.196.192.10		381
45.197.188.151		347
45.209.55.166		300
45.213.225.210		375
45.218.134.41		349
45.220.179.213		416
45.222.99.216		394
45.225.236.224		274
45.229.233.1		454
45.230.12.43		445
45.233.44.61		233
45.239.57.25		348
45.241.234.250		339
45.248.152.98		312
46.4.159.41		269
46.4.162.179		385
46.10.210.214		374
46.12.62.100		256
